listing_id,address,source_label,tile_count,placeholder_count,real_tile_count,all_placeholder
10604265,4827 HOLLAND Crescent,Columbia Valley,9,9,0,True
10619308,368 PANORAMA Place,Columbia Valley,9,9,0,True
10675110,6948 COLUMBIA RIDGE Drive,Columbia Valley,9,9,0,True
20059692,4891 Glen Eagle Drive,Columbia Valley,9,9,0,True
10684558,890 COPPERPOINT Way,Columbia Valley,9,9,0,True
10682769,5025 RIVERVIEW Road,Columbia Valley,9,9,0,True
10573050,5009 FAIRWAY Drive,Columbia Valley,9,9,0,True
10592929,4582 COLUMBIA VIEW Road,Columbia Valley,9,9,0,True
10647009,1502 PINERIDGE MOUNTAIN Place,Columbia Valley,9,9,0,True
10665224,946 RIDGE Place,Columbia Valley,9,9,0,True
10669410,2572 LEDGEROCK Ridge,Columbia Valley,9,9,0,True
10675551,1101 6TH Street,Columbia Valley,9,9,0,True
10680493,4958 MERLO Road,Columbia Valley,9,9,0,True
10683660,5138 RIVERVIEW Crescent,Columbia Valley,9,9,0,True
20021525,4585 COLUMERE Road,Columbia Valley,9,9,0,True
20021647,13-640 UPPER LAKEVIEW Road,Columbia Valley,9,9,0,True
20040895,930 COPPER POINT Way,Columbia Valley,9,9,0,True
20084577,4885 Carnoustie Place,Columbia Valley,9,9,0,True
20087320,896 Copper Point Way,Columbia Valley,9,9,0,True
20038863,960 COPPER POINT Way,Columbia Valley,9,9,0,True
20051381,31 - 640 Upper Lakeview Road,Columbia Valley,9,9,0,True
10645721,799 LAKEVIEW MEADOWS Point,Columbia Valley,9,9,0,True
10677817,5151 RIVERVIEW Road,Columbia Valley,9,9,0,True
10683812,958 COPPER POINT Way,Columbia Valley,9,9,0,True
20080295,5132 Riverview Crescent,Columbia Valley,9,9,0,True
10658844,1059 SWANSEA Road,Columbia Valley,9,9,0,True
10521676,1753 2ND Avenue,Columbia Valley,9,9,0,True
10660875,5938 COLUMBIA LAKE Road,Columbia Valley,9,9,0,True
10665854,4874 RIDGE Crescent,Columbia Valley,9,9,0,True
10680589,2510 COBBLESTONE Trail,Columbia Valley,9,9,0,True
20026178,137 12A Avenue,Columbia Valley,9,9,0,True
20057362,7-640 UPPER LAKEVIEW Road,Columbia Valley,9,9,0,True
20061096,5221 Columbia River Road,Columbia Valley,9,9,0,True
10673667,4985 MOUNTAIN TOP Drive,Columbia Valley,9,9,0,True
10675078,1745 SWANSEA Avenue,Columbia Valley,9,9,0,True
10664190,9982 WILDWOOD Lane,Columbia Valley,9,9,0,True
10670913,8042 MCINTOSH LOOP Road,Columbia Valley,9,9,0,True
10682429,4476 COLUMBIA VIEW Road,Columbia Valley,9,9,0,True
20049602,1509 10th Avenue,Columbia Valley,9,9,0,True
10646987,815 LAKEVIEW MEADOWS GREEN,Columbia Valley,9,9,0,True
10672919,6894 COLUMBIA RIDGE Drive,Columbia Valley,9,9,0,True
20049552,1325 12 Avenue,Columbia Valley,9,9,0,True
10673047,4576 COLUMERE Road,Columbia Valley,9,9,0,True
10623245,5160 RIVERSIDE Drive,Columbia Valley,9,9,0,True
10647683,6949 COLUMBIA RIDGE Drive,Columbia Valley,9,9,0,True
10650416,1973 GREYWOLF Drive,Columbia Valley,9,9,0,True
10657869,1122 HILLTOP Road,Columbia Valley,9,9,0,True
10672915,3415 CROOKED TREE Place,Columbia Valley,9,9,0,True
10673650,4949 MOUNTAIN HILL Road,Columbia Valley,9,9,0,True
10683098,1440 CANTERBURY Close,Columbia Valley,9,9,0,True
10684446,2543 LEDGEROCK Ridge,Columbia Valley,9,9,0,True
10680461,4671 POPLAR Street,Columbia Valley,9,9,0,True
10685465,1715 3RD Avenue,Columbia Valley,9,9,0,True
10672111,2577 SANDSTONE Circle,Columbia Valley,9,9,0,True
10680456,2580 SANDSTONE View,Columbia Valley,9,9,0,True
10673624,8414 RICHARDSON Crescent,Columbia Valley,9,9,0,True
20071157,974 SWANSEA VIEW Road,Columbia Valley,9,9,0,True
10570990,5156 RIVERVIEW Crescent,Columbia Valley,9,9,0,True
10629099,4815 HOLLAND CREEK RIDGE Road,Columbia Valley,9,9,0,True
10639146,823 LAKEVIEW MEADOWS GREEN,Columbia Valley,9,9,0,True
10662523,4816 RIDGE Drive,Columbia Valley,9,9,0,True
10677502,2537 LEDGEROCK Ridge,Columbia Valley,9,9,0,True
20020845,1921 PINERIDGE MOUNTAIN Trail,Columbia Valley,9,9,0,True
20021336,781 WESTRIDGE Drive,Columbia Valley,9,9,0,True
20026072,4992 MOUNTAIN VIEW Drive,Columbia Valley,9,9,0,True
20046407,4824 MCKAY Street,Columbia Valley,9,9,0,True
10669795,7043 ELK RIDGE Road,Columbia Valley,9,9,0,True
10563296,1007 4TH Avenue,Columbia Valley,9,9,0,True
10590002,4642 ROWAN Street,Columbia Valley,9,9,0,True
10588693,885 COPPERVIEW Close,Columbia Valley,9,9,0,True
10662424,7503 SUN VALLEY Place,Columbia Valley,9,9,0,True
20050440,959 COPPER POINT Way,Columbia Valley,9,9,0,True
20076380,4573 Columere Road,Columbia Valley,9,9,0,True
10671250,2588 LEDGEROCK Ridge,Columbia Valley,9,9,0,True
10665254,815 LAKEVIEW MEADOWS GREEN,Columbia Valley,9,9,0,True
10685328,961 COPPER POINT Way,Columbia Valley,9,9,0,True
10523709,515 LAKEVIEW Place,Columbia Valley,9,9,0,True
10565896,4859 HOLLAND CK RIDGE Road,Columbia Valley,9,9,0,True
10569690,4927 LAKEVIEW MEADOWS Close,Columbia Valley,9,9,0,True
10572288,4552 COLUMBIA VIEW Road,Columbia Valley,9,9,0,True
10573769,1513 LAKEVIEW Lane,Columbia Valley,9,9,0,True
10574816,1 BIGHORN SHEEP Lane,Columbia Valley,9,9,0,True
10587559,4905 LAKEVIEW MEADOWS Close,Columbia Valley,9,9,0,True
10589073,1453 STODDART Avenue,Columbia Valley,9,9,0,True
10607338,4764 TIMBER RIDGE Road,Columbia Valley,9,9,0,True
10613313,964 LAKEVIEW MEADOWS GLEN,Columbia Valley,9,9,0,True
10631280,4808 LAKEHILL Road,Columbia Valley,9,9,0,True
10631447,2527 LEDGEROCK Ridge,Columbia Valley,9,9,0,True
10638399,7549 SPRINGS Terrace,Columbia Valley,9,9,0,True
10644065,4806 HOLLAND CREEK RIDGE Road,Columbia Valley,9,9,0,True
10650499,402 WESTRIDGE View,Columbia Valley,9,9,0,True
10654610,850 LAKEVIEW MEADOWS Road,Columbia Valley,9,9,0,True
10659027,4642 ROWAN Street,Columbia Valley,9,9,0,True
10660407,2589 LEDGEROCK Court,Columbia Valley,9,9,0,True
10660433,4942 MOUNTAIN HILL Road,Columbia Valley,9,9,0,True
10666174,4931 MOUNTAIN VIEW Drive,Columbia Valley,9,9,0,True
10667320,1018 SWANSEA Road,Columbia Valley,9,9,0,True
10671043,4690 NORTH Street,Columbia Valley,9,9,0,True
10672747,6925 COLUMBIA RIDGE Drive,Columbia Valley,9,9,0,True
10676060,1825 TAYNTON Road,Columbia Valley,9,9,0,True
20073830,311 302nd Avenue,Cranbrook/Kimberley,9,9,0,True
20078478,75 103RD Avenue,Cranbrook/Kimberley,9,9,0,True
20071254,317 Legacy Lookout,Cranbrook/Kimberley,9,9,0,True
10657484,1701 3RD S Avenue,Cranbrook/Kimberley,9,9,0,True
10669940,518 FOREST CROWNE Drive,Cranbrook/Kimberley,9,9,0,True
20063623,3101 5th Street S,Cranbrook/Kimberley,9,9,0,True
20073637,454 Forest Crowne Rise,Cranbrook/Kimberley,9,9,0,True
10670897,1905 16TH S Street,Cranbrook/Kimberley,9,9,0,True
20084357,233 Boulder Creek,Cranbrook/Kimberley,9,9,0,True
10682881,447 CROWNE RISE Forest,Cranbrook/Kimberley,9,9,0,True
20058040,205 309th Avenue,Cranbrook/Kimberley,9,9,0,True
10693834,821 6TH Avenue,Cranbrook/Kimberley,9,9,0,True
20027125,1282 23RD S Street,Cranbrook/Kimberley,9,9,0,True
20060670,717 27th Avenue S,Cranbrook/Kimberley,9,9,0,True
20074790,215 13th Avenue S,Cranbrook/Kimberley,9,9,0,True
10675733,1732 20TH S Avenue,Cranbrook/Kimberley,9,9,0,True
10667018,129 STEMWINDER Drive,Cranbrook/Kimberley,9,9,0,True
10667357,1464 SOUTHVIEW Drive,Cranbrook/Kimberley,9,9,0,True
20053388,2715 3rd Street S,Cranbrook/Kimberley,9,9,0,True
20068527,1908 12th Street S,Cranbrook/Kimberley,9,9,0,True
20070160,530 Trail Street,Cranbrook/Kimberley,9,9,0,True
20078342,209 31st Avenue S,Cranbrook/Kimberley,9,9,0,True
20081980,606 302nd Street,Cranbrook/Kimberley,9,9,0,True
20047369,303 Legacy Lookout,Cranbrook/Kimberley,9,9,0,True
20069196,1646 MT PYRAMID Crescent,Cranbrook/Kimberley,9,9,0,True
10681908,300 LEGACY LOOKOUT,Cranbrook/Kimberley,9,9,0,True
20043585,254 305TH Avenue,Cranbrook/Kimberley,9,9,0,True
20080078,335 16th Avenue S,Cranbrook/Kimberley,9,9,0,True
10626846,18-6674 WARDNER-KIKOMUM Road,Cranbrook/Kimberley,9,9,0,True
20026282,32-1401 30TH N Avenue,Cranbrook/Kimberley,9,9,0,True
10672843,150 SULLIVAN Drive,Cranbrook/Kimberley,9,9,0,True
10685008,700 22ND S Avenue,Cranbrook/Kimberley,9,9,0,True
10658252,812 17TH S Street,Cranbrook/Kimberley,9,9,0,True
10669578,9-6324 LAURIER Avenue,Cranbrook/Kimberley,9,9,0,True
20003058,4315 LAKEVIEW Drive,Cranbrook/Kimberley,9,9,0,True
20020840,814 307TH Avenue,Cranbrook/Kimberley,9,9,0,True
20072535,2904 Edgewood Drive,Cranbrook/Kimberley,9,9,0,True
10669531,801 22ND S Avenue,Cranbrook/Kimberley,9,9,0,True
10681930,176 SHADOW MOUNTAIN Boulevard,Cranbrook/Kimberley,9,9,0,True
20046086,3104 5th Street S,Cranbrook/Kimberley,9,9,0,True
20049485,224 Lindsay Street,Cranbrook/Kimberley,9,9,0,True
20050060,350 Legacy Lookout,Cranbrook/Kimberley,9,9,0,True
20086371,87-1401 Willowbrook Drive N,Cranbrook/Kimberley,9,9,0,True
20087063,365 Legacy Lookout,Cranbrook/Kimberley,9,9,0,True
20087226,244 Boulder Creek,Cranbrook/Kimberley,9,9,0,True
20022971,200 BOULDER Creek,Cranbrook/Kimberley,9,9,0,True
20048728,313 17TH Street S,Cranbrook/Kimberley,9,9,0,True
20022594,610 TRAIL Street,Cranbrook/Kimberley,9,9,0,True
10685535,112 PURCELL Place,Cranbrook/Kimberley,9,9,0,True
20048760,438 ALPINE Crescent,Cranbrook/Kimberley,9,9,0,True
20020530,805 16TH S Street,Cranbrook/Kimberley,9,9,0,True
10654223,145 STEMWINDER Drive,Cranbrook/Kimberley,9,9,0,True
10552417,153 STEMWINDER Drive,Cranbrook/Kimberley,9,9,0,True
20021100,402 ALPINE Crescent,Cranbrook/Kimberley,9,9,0,True
20022519,611 NELSON Street,Cranbrook/Kimberley,9,9,0,True
20035684,222 Boulder Creek,Cranbrook/Kimberley,9,9,0,True
20040986,205 18 Street S,Cranbrook/Kimberley,9,9,0,True
10669905,1609 8TH S Avenue,Cranbrook/Kimberley,9,9,0,True
10673089,112 FOREST CROWNE Crescent,Cranbrook/Kimberley,9,9,0,True
10674183,1274 23RD S Street,Cranbrook/Kimberley,9,9,0,True
10683127,1400 17TH S Street,Cranbrook/Kimberley,9,9,0,True
20027834,405 FOREST CROWNE Close,Cranbrook/Kimberley,9,9,0,True
20077373,166 304th Avenue,Cranbrook/Kimberley,9,9,0,True
20085434,804 16th Street S,Cranbrook/Kimberley,9,9,0,True
10606465,#37-6674 WARDNER-KIKOMUN Road,Cranbrook/Kimberley,9,9,0,True
10667637,22-9481 ESTATES Road,Cranbrook/Kimberley,9,0,9,False
10680439,913 17TH S Street,Cranbrook/Kimberley,9,9,0,True
10470205,419 ALPINE Crescent,Cranbrook/Kimberley,9,9,0,True
10574318,6392 TIE LAKE Road,Cranbrook/Kimberley,9,9,0,True
10621595,9382 MOYIE SHORES ESTATE Road,Cranbrook/Kimberley,9,0,9,False
10658951,9444 MOYIE SHORES ESTATES W Road,Cranbrook/Kimberley,9,0,9,False
10665147,824 309TH Street,Cranbrook/Kimberley,9,9,0,True
10672776,804 17TH S Street,Cranbrook/Kimberley,9,9,0,True
10684522,1611 1ST S Avenue,Cranbrook/Kimberley,9,9,0,True
10685240,2210 13TH S Avenue,Cranbrook/Kimberley,9,9,0,True
20021290,147 THE WHINS,Cranbrook/Kimberley,9,9,0,True
20022685,405 7TH Avenue,Cranbrook/Kimberley,9,9,0,True
20036703,805 31ST Avenue S,Cranbrook/Kimberley,9,9,0,True
20042244,954 313th Drive,Cranbrook/Kimberley,9,9,0,True
20042910,307 LEGACY LOOKOUT,Cranbrook/Kimberley,9,9,0,True
20050871,940 313TH Drive,Cranbrook/Kimberley,9,9,0,True
20075439,2950 Mellor Road,Cranbrook/Kimberley,9,9,0,True
20079642,140 River Drive,Cranbrook/Kimberley,9,9,0,True
20083862,15 Turner Close,Cranbrook/Kimberley,9,9,0,True
10612922,1357 SOUTHVIEW Drive,Cranbrook/Kimberley,9,9,0,True
10625065,208 CROWNE TERRACE Forest,Cranbrook/Kimberley,9,9,0,True
10641909,7822 MONROE LAKE Road,Cranbrook/Kimberley,9,0,9,False
10652500,1909 16TH S Street,Cranbrook/Kimberley,9,9,0,True
10675651,9314 LANGEVIN Street,Cranbrook/Kimberley,9,9,0,True
10676696,725 34TH S Avenue,Cranbrook/Kimberley,9,9,0,True
10678423,9905 OSPREY LANDING Drive,Cranbrook/Kimberley,9,9,0,True
10679813,701 34TH S Avenue,Cranbrook/Kimberley,9,9,0,True
10680848,2400 34TH S Avenue,Cranbrook/Kimberley,9,9,0,True
10683832,211 CROWNE TERRACE Forest,Cranbrook/Kimberley,9,9,0,True
20037931,610 PONDEROSA Drive,Cranbrook/Kimberley,9,9,0,True
20040797,51 100TH Avenue,Cranbrook/Kimberley,9,9,0,True
20042580,2850 BLACK BEAR Crescent,Cranbrook/Kimberley,9,9,0,True
20045387,3313 3A Street S,Cranbrook/Kimberley,9,9,0,True
20057967,1900 12th Street S,Cranbrook/Kimberley,9,9,0,True
20062684,1629 Staple Crescent,Cranbrook/Kimberley,9,9,0,True
10559698,11 ALPINE TRAIL Lane,Fernie/Sparwood,9,9,0,True
10674172,101 RIDGEMONT Crescent,Fernie/Sparwood,9,9,0,True
10676037,1110 BEACH Avenue,Fernie/Sparwood,9,9,0,True
20035045,2411 Osprey Court,Fernie/Sparwood,9,2,7,False
10670868,23 RIDGEMONT Drive,Fernie/Sparwood,9,9,0,True
10681059,2260 BLACK HAWK Drive,Fernie/Sparwood,9,1,8,False
10683161,2313 FALCON Court,Fernie/Sparwood,9,1,8,False
10561093,5401 BOOMERANG Way,Fernie/Sparwood,9,9,0,True
10667796,9 PINE Avenue,Fernie/Sparwood,9,9,0,True
10673062,6853 ROSEN LAKE E Road,Fernie/Sparwood,9,9,0,True
20021326,2264 BLACK HAWK Drive,Fernie/Sparwood,9,0,9,False
20022704,1206 VALLEY VIEW Drive,Fernie/Sparwood,9,0,9,False
20034035,2202 Black Hawk Drive,Fernie/Sparwood,9,1,8,False
20043865,1622 11 Avenue,Fernie/Sparwood,9,9,0,True
20069119,2030 GOLDEN EAGLE Drive,Fernie/Sparwood,9,0,9,False
10654287,21 MT MINTON Street,Fernie/Sparwood,9,9,0,True
10679423,1681 KOOCANUSA LAKE Drive,Fernie/Sparwood,9,0,9,False
10683952,1204 VALLEY VIEW Drive,Fernie/Sparwood,9,0,9,False
20049830,1256 Valley View Drive,Fernie/Sparwood,9,0,9,False
20039625,941 5th Avenue,Fernie/Sparwood,9,9,0,True
20022908,842 8TH Avenue,Fernie/Sparwood,9,9,0,True
10669621,9 ELKVIEW Place,Fernie/Sparwood,9,9,0,True
10682918,79 RIDGEMONT Drive,Fernie/Sparwood,9,9,0,True
10605182,4600 TIMBERLINE Crescent,Fernie/Sparwood,9,9,0,True
10663402,11 PARKLAND Drive,Fernie/Sparwood,9,9,0,True
20020418,782 4TH Avenue,Fernie/Sparwood,9,9,0,True
20020438,1250 VALLEY VIEW Drive,Fernie/Sparwood,9,0,9,False
20059379,1265 VALLEY VIEW Place,Fernie/Sparwood,9,0,9,False
20066310,1170 Mcdonald Avenue,Fernie/Sparwood,9,9,0,True
10670943,22 COAL CREEK Road,Fernie/Sparwood,9,9,0,True
10636711,11 SILVER RIDGE Way,Fernie/Sparwood,9,9,0,True
10652596,16 CEDAR BOWL Drive,Fernie/Sparwood,9,9,0,True
10656960,15 ALPINE TRAIL Crescent,Fernie/Sparwood,9,9,0,True
10674370,561 6TH Avenue,Fernie/Sparwood,9,9,0,True
20068707,1643 Koocanusa Lake Drive,Fernie/Sparwood,9,0,9,False
10663121,1362 11TH Avenue,Fernie/Sparwood,9,9,0,True
10671641,16 MT MINTON Street,Fernie/Sparwood,9,9,0,True
10675001,2134 WHISKEY JACK Drive,Fernie/Sparwood,9,0,9,False
20073619,3 Mt Proctor Avenue,Fernie/Sparwood,9,9,0,True
10614914,802 8TH Avenue,Fernie/Sparwood,9,9,0,True
10681347,15 MT PROCTOR Avenue,Fernie/Sparwood,9,9,0,True
10657168,941 11TH Avenue,Fernie/Sparwood,9,9,0,True
10678927,962 4TH Avenue,Fernie/Sparwood,9,9,0,True
10679212,2108 WHISKEY JACK Drive,Fernie/Sparwood,9,2,7,False
10655082,39 ELKVIEW Drive,Fernie/Sparwood,9,9,0,True
10673661,43 RIDGEMONT Avenue,Fernie/Sparwood,9,9,0,True
10303426,931 10TH Avenue,Fernie/Sparwood,9,9,0,True
10683923,2135 WHISKEY JACK Drive,Fernie/Sparwood,9,0,9,False
10622169,46 COAL CREEK Road,Fernie/Sparwood,9,9,0,True
10666059,992 8TH Avenue,Fernie/Sparwood,9,9,0,True
10676027,29 RIDGEMONT Drive,Fernie/Sparwood,9,9,0,True
20084254,2252 Black Hawk Drive,Fernie/Sparwood,9,2,7,False
10665347,592 9TH Avenue,Fernie/Sparwood,9,9,0,True
10644420,20 PINE Crescent,Fernie/Sparwood,9,9,0,True
10666517,4 MT PROCTOR Avenue,Fernie/Sparwood,9,9,0,True
10615862,17 ALPINE Trail,Fernie/Sparwood,9,9,0,True
10681443,1391 10TH Avenue,Fernie/Sparwood,9,9,0,True
20046554,532 Granzow Road,Fernie/Sparwood,9,0,9,False
20078352,2071 Golden Eagle Drive,Fernie/Sparwood,9,0,9,False
20078363,1357 Cypress Drive,Fernie/Sparwood,9,0,9,False
20080409,1668 Tranquility Road,Fernie/Sparwood,9,0,9,False
10608316,501-5258 HIGHLINE Drive,Fernie/Sparwood,9,9,0,True
10681344,2 RIDGEMONT Avenue,Fernie/Sparwood,9,9,0,True
10665467,661 3RD Avenue,Fernie/Sparwood,9,9,0,True
10669856,801A 8TH Street,Fernie/Sparwood,9,9,0,True
10616755,4584 TIMBERLINE Crescent,Fernie/Sparwood,9,9,0,True
10661891,701A 4TH Avenue,Fernie/Sparwood,9,9,0,True
10675686,1341 1ST Avenue,Fernie/Sparwood,9,9,0,True
10628923,32 SILVER RIDGE Drive,Fernie/Sparwood,9,9,0,True
10545164,4556 TIMBERLINE Crescent,Fernie/Sparwood,9,9,0,True
10559208,4553 TIMBERLINE Crescent,Fernie/Sparwood,9,9,0,True
10636454,791 5TH Avenue,Fernie/Sparwood,9,9,0,True
10663856,1251 2ND Avenue,Fernie/Sparwood,9,9,0,True
10668743,921 11TH Avenue,Fernie/Sparwood,9,9,0,True
10681575,197 RIDGEMONT Lane,Fernie/Sparwood,9,9,0,True
10675594,9841 VICTORIA Street,Fernie/Sparwood,9,9,0,True
10577345,4495 TIMBERLINE Crescent,Fernie/Sparwood,9,9,0,True
10579894,2 ALLAN GRAHAM Drive,Fernie/Sparwood,9,9,0,True
10659866,123 WHITETAIL Drive,Fernie/Sparwood,9,9,0,True
10660236,55 RIDGEMONT Avenue,Fernie/Sparwood,9,9,0,True
10670512,1461 8TH Avenue,Fernie/Sparwood,9,9,0,True
10671578,2140 WHISKEY JACK Drive,Fernie/Sparwood,9,0,9,False
10672499,1202 4TH Avenue,Fernie/Sparwood,9,9,0,True
10675368,201 1ST Avenue,Fernie/Sparwood,9,9,0,True
10676258,49 MT PROCTOR Avenue,Fernie/Sparwood,9,9,0,True
10677481,18 ELKVIEW Crescent,Fernie/Sparwood,9,9,0,True
10681651,1 MT PROCTOR Avenue,Fernie/Sparwood,9,9,0,True
10682383,14 MT TRINITY Avenue,Fernie/Sparwood,9,9,0,True
20022380,761 4TH Avenue,Fernie/Sparwood,9,9,0,True
20028580,1309 BIRCHWOOD Place,Fernie/Sparwood,9,0,9,False
20053873,562 6TH Avenue,Fernie/Sparwood,9,9,0,True
20060624,1302 11th Avenue,Fernie/Sparwood,9,9,0,True
20066454,6740 Rosen Lake Road,Fernie/Sparwood,9,9,0,True
10638277,6659 ROSEN LAKE Road,Fernie/Sparwood,9,9,0,True
10666129,862 10TH Avenue,Fernie/Sparwood,9,9,0,True
10599160,25 SKIFTY MORRIS Way,Fernie/Sparwood,9,9,0,True
10626775,93 RIDGEMONT Drive,Fernie/Sparwood,9,9,0,True
10629259,15 ALPINE TRAILS Crescent,Fernie/Sparwood,9,9,0,True
10629333,37 SILVER RIDGE Drive,Fernie/Sparwood,9,9,0,True
10637598,1191 11TH Avenue,Fernie/Sparwood,9,9,0,True
